Question,Sub Question,Compliance Item
"For sales involving a 203(k) product, was closing completed within 60 Days of contract ratification?",,"The AM will identify the time frame for closing in Line 9 of form HUD-9548 as follows:
􀁸 for sales involving a 203(k) product, within 60 Days of contract ratification."
Did the selling broker or buyer submit a request  for an extension of closing time to AM before the expiration of sales contract?,,"If scheduled Closing Dates cannot be met, the selling broker or buyer may request extensions of the closing time from the AM before the expiration of the sales contract by:
􀁸 submitting the request for an extension in writing;"
"If applicable, did the selling broker or buyer request an extension of closing time from the AM before the expiration of the sales contract and include an extension fee for the full amount of the requested 15-Day extension, in the form of certified funds payable to HUD?",,"If scheduled Closing Dates cannot be met, the selling broker or buyer may request extensions of the closing time from the AM before the expiration of the sales contract by:
􀁸 if applicable, including an extension fee for the full amount of the requested 15-Day extension, in the form of certified funds payable to HUD."
"Were the daily fees charged by HUD for initial or repeat sales contract extensions as per the limits set by HUD?

",,"Fees for Extensions 
The AM may assess a daily fee for initial or repeat sales contract extensions as follows: 
 for a sales price of $25,000 or less, the extension fee is $10 per Day; 
 for a sales price of $25,001 to $50,000, the extension fee is a minimum of $10 per Day and a maximum of $15 per Day; and 
 for a sales price over $50,000, the extension fee is a minimum of $10 per Day with a maximum of $25 per Day. "
,"For a sale price of $25,000 or less, was the extension fee $10 per day?","The AM may assess a daily fee for initial or repeat sales contract extensions as follows:
􀁸 for a sales price of $25,000 or less, the extension fee is $10 per Day;"
,"For a sale price of $25,000 to $50,000, was the extension fee a minimum of $10 per day and a maximum of $15 per Day?","The AM may assess a daily fee for initial or repeat sales contract extensions as follows:
􀁸 for a sales price of $25,001 to $50,000, the extension fee is a minimum of $10 per Day and a maximum of $15 per Day; and"
,"For a sale price over $50,000, was the extension fee a minimum of $10 per Day with a maximum of $25 per Day?","The AM may assess a daily fee for initial or repeat sales contract extensions as follows:
􀁸 for a sales price over $50,000, the extension fee is a minimum of $10 per Day with a maximum of $25 per Day."
"If the Delay was due to HUD, HUD’s contractors, or a title defect was there extensions granted at no cost?",,"The AM will grant extensions at no cost to the buyer if the delay is due to HUD, HUD’s contractors, or a title defect."
Was an initial extension granted to Owner-Occupant Buyers who made a proper and timely loan application?,,"The AM will also grant an initial extension to Owner-Occupant Buyers who demonstrate that:
􀁸 the buyer made a proper and timely loan application;"
Was an initial extension granted to Owner-Occupant Buyers who demonstrated that the buyer was not responsible for the delay in closing?,,"The AM will also grant an initial extension to Owner-Occupant Buyers who demonstrate that:
􀁸 the buyer is not responsible for the delay in closing;"
Was an initial extension granted to Owner-Occupant Buyers who demonstrated that mortgage approval was imminent?,,"The AM will also grant an initial extension to Owner-Occupant Buyers who demonstrate that:
􀁸 mortgage approval is imminent."
Was a 30-Day extension granted for Section 203(K) transactions or a 15-Day extension for all other transactions?,,"If approved, the AM will grant a 30-Day extension for Section 203(k) transactions or a 15-Day extension for all other transactions."
